pid,"source","alias","language"
568,"node/160","people/friedländer-veitel-bernhard","und"
569,"node/161","people/friedländer-wolf","und"
570,"node/162","people/friedländer-wolf-bernhard","und"
571,"node/163","people/friedländer-wulff","und"
572,"node/164","people/friedrich-salomon-stöltzner","und"
573,"node/165","people/friedrich-wilhelm-iii","und"
574,"node/166","people/friedrichsfeld-david","und"
575,"node/167","people/friedrichsfeld-david-פרידריכספלד-דוד","und"
576,"node/168","people/friesenhausen-david-ben-meir-hakohen-פריזנהויזן-דוד","und"
577,"node/169","people/fürst-dr","und"
578,"node/170","people/furtado-abraham-פורטאדו-אברהם","und"
579,"node/171","people/fürth-meyer-elkan-פירדא-אלחנן-מאיר-בן-אברהם","und"
580,"node/172","people/gallathea-salomon","und"
581,"node/173","people/gans-abraham","und"
582,"node/174","people/gans-salomon","und"
583,"node/175","people/gardemain-bankier-daniel","und"
584,"node/176","people/geisenheimer-vorsteher-des-philantropins","und"
585,"node/177","people/gerson-elias-אליהו-מפינטשוב","und"
586,"node/178","people/gesellschaft-der-freunde","und"
587,"node/179","people/gesellschaft-der-hebräischen-litteraturfreunde","und"
588,"node/180","people/gesellschaft-des-guten-und-edlen-חברת-שוחרי-הטוב-והתושיה","und"
589,"node/181","people/getzel-jacob","und"
590,"node/182","people/getzel-meyer","und"
591,"node/183","people/giuseppe-lazzaro-morpurgo","und"
592,"node/184","people/glogau-hirsch-moses-גלוגוי-צבי-הירש-בן-משה","und"
593,"node/185","people/goldschmidt-caroline","und"
594,"node/186","people/goldschmidt-moses","und"
595,"node/187","people/graanboom-izak-גראנבום-יצחק","und"
596,"node/188","people/graff-jacob","und"
597,"node/189","people/gregoire-henri","und"
598,"node/190","people/gregorovius-prof-ja","und"
599,"node/191","people/gugenheim-joseph","und"
600,"node/192","people/gumpel-l","und"
601,"node/193","people/gumpertz-aaron-גומפרץ-אהרון","und"
602,"node/194","people/gunz-simon","und"
603,"node/195","people/gunzenhausen-anna","und"
604,"node/196","people/gurauer-jacob-moses","und"
605,"node/197","people/halle-joel-samuel-von","und"
606,"node/198","people/hanau-salomon-הנאו-שלמה-זלמן","und"
607,"node/199","people/hart-jacob-אליקים-בן-אברהם","und"
608,"node/200","people/hartknoch-buchhändler","und"
609,"node/201","people/heidenheim-wolf-הידנהים-וולף","und"
610,"node/202","people/heilboth-simon","und"
611,"node/203","people/heimann","und"
612,"node/204","people/heimann-היימן","und"
613,"node/205","people/heimann-enoch","und"
614,"node/206","people/heinemann-jermias","und"
615,"node/207","people/heinemann-jermias-היינמן-ירמיה","und"
616,"node/208","people/helft-levy-הלפט-לוי","und"
617,"node/209","people/henle-elkan","und"
618,"node/210","people/herford-joel","und"
619,"node/211","people/hermes-johann-georg-christoph-friedrich","und"
620,"node/212","people/herz-professor-marcus","und"
621,"node/213","people/herz-marcus-הרץ-מרכוס","und"
622,"node/214","people/herzbruck","und"
623,"node/215","people/herzenskron-joachim","und"
624,"node/216","people/hirsch-markus","und"
625,"node/217","people/hirsch-münden","und"
626,"node/218","people/hirsch-d-z","und"
627,"node/219","people/hirsch-isaac-הירש-איצק-ליב","und"
628,"node/220","people/hirsch-jakob","und"
629,"node/221","people/hirsch-joseph","und"
630,"node/222","people/hirschberg","und"
631,"node/223","people/hirschberg-dr","und"
632,"node/224","people/hirschel-moses-הירשל-משה","und"
633,"node/225","people/höchheimer-simon-הכהיימר-שמעון","und"
634,"node/226","people/homberg-herz-הרץ-הומברג","und"
635,"node/227","people/hönig-aaron","und"
636,"node/228","people/hönig-enoch","und"
637,"node/229","people/hönig-israel-edler-von-hönigsberg-kk-regierungsrath-tabak-und-siegelgefälldirektor","und"
638,"node/230","people/hönig-joachim-edler-von-hönigsberg","und"
639,"node/231","people/hönig-max-edler-von-hönig","und"
640,"node/232","people/horowitz-jehuda-הורוויץ-יהודה","und"
641,"node/233","people/hourwitz-zalkind-הורביץ-זלקינד","und"
642,"node/234","people/hoym-karl-heinrich-graf-von-graf-minister","und"
643,"node/235","people/hoym-karl-heinrich-graf-von-graf-minister-0","und"
644,"node/236","people/hraschanzky-georg","und"
645,"node/237","people/hufnagel","und"
646,"node/238","people/hufnagel-הופנגל","und"
647,"node/239","people/hurwitz-philipp-lazarus-הורוויץ-פיליפ-לצרוס","und"
648,"node/240","people/isaac-aron","und"
649,"node/241","people/isaia-norsa","und"
650,"node/242","people/israel-levin","und"
651,"node/243","people/israelitische-haupt-und-freischule-zu-deßaus-משגיחי-חנוך-נערים-בעיר-דעסויא","und"
652,"node/244","people/itzig-landesältester","und"
653,"node/245","people/itzig-oberkantor","und"
654,"node/246","people/itzig-oberlandesältester-daniel-jaffe","und"
655,"node/247","people/itzig-daniel-jaffe-oberlandesältester","und"
656,"node/248","people/itzig-daniel-jaffe","und"
657,"node/249","people/itzig-elias-daniel","und"
658,"node/250","people/itzig-isaac-daniel","und"
659,"node/251","people/itzig-isaac-daniel-איציג-יצחק-דניאל","und"
660,"node/252","people/itzig-jacob","und"
661,"node/253","people/itzig-jakob-daniel","und"
662,"node/254","people/jacob-abraham","und"
663,"node/255","people/jacobson-israel","und"
664,"node/256","people/jacobson-israel-0","und"
665,"node/257","people/jacobys-buchhandlung","und"
666,"node/258","people/jakob-daniel","und"
667,"node/259","people/jakobson-israel","und"
668,"node/260","people/jaroslaw-aron-ירוסלב-אהרן","und"
669,"node/261","people/jeitteles-baruch-benedict","und"
670,"node/262","people/jeitteles-baruch-benedict-ייטלש-ברוך","und"
671,"node/263","people/jeitteles-benjamin","und"
672,"node/264","people/jeitteles-ignaz","und"
673,"node/265","people/jeitteles-ignaz-ייטלש-יגנץ","und"
674,"node/266","people/jeitteles-juda","und"
675,"node/267","people/jeitteles-juda-ייטלש-יהודה","und"
676,"node/268","people/jeitteles-samuel","und"
677,"node/269","people/jekutiel-moses-יקותיאל-משה","und"
678,"node/270","people/jonas-jeitteles","und"
679,"node/271","people/jordan-brüder","und"
680,"node/272","people/joseph-ii","und"
681,"node/273","people/joseph-ii-kaiser","und"
682,"node/274","people/joseph-ii-kaiser-0","und"
683,"node/275","people/joseph-philipp","und"
684,"node/276","people/joseph-simon-muhr","und"
685,"node/277","people/joseph-victor","und"
686,"node/278","people/jospeh-baruch-haim","und"
687,"node/279","people/jüdel-baruch","und"
688,"node/280","people/kalker-simon-isaac-קלקר-שמעון","und"
689,"node/281","people/kaskel-michel","und"
690,"node/282","people/kaskel-michel-0","und"
691,"node/283","people/katz-haim-abraham-כץ-חיים-אברהם-בן-יהודה","und"
692,"node/284","people/kaulla-kacob","und"
693,"node/285","people/kaulla-karoline-chaile","und"
694,"node/286","people/kaulla-meier","und"
695,"node/287","people/kaulla-nathan-wolf","und"
696,"node/288","people/kaulla-salman","und"
697,"node/289","people/kaulla-salomon-hirsch","und"
698,"node/290","people/kaulla-wolf","und"
699,"node/291","people/kaulla-wolf-0","und"
700,"node/292","people/kausch-johann-joseph","und"
701,"node/293","people/kerner-moshe-קרנר-משה-בן-אליעזר","und"
702,"node/294","people/keyserling-heinrich-christian-reichsgraf","und"
703,"node/295","people/klatzki-simon","und"
704,"node/296","people/kleist-keyserling-baron-louis","und"
705,"node/297","people/kohen-piwana-josephi-פיבני-יוסף-בן-איזק-כהנא","und"
706,"node/298","people/kohn-salomon-כהן-משלם-זלמן-בן-שלמה","und"
707,"node/299","people/konsistorium-der-israeliten","und"
708,"node/300","people/koppel-moses","und"
709,"node/301","people/korff-graf-von","und"
710,"node/302","people/krause","und"
711,"node/303","people/kuh-ephraim-moses-קוה-אפרים","und"
712,"node/304","people/lachmann-dr","und"
713,"node/305","people/landau-israel-לנדא-ישראל","und"
714,"node/306","people/landau-moses-israel","und"
715,"node/307","people/lax-salomon-לקס-שלמה","und"
716,"node/308","people/lehmann-haas","und"
717,"node/309","people/lemans-moses-למנס-משה","und"
718,"node/310","people/leo-hartog-לאו-הרטוג","und"
719,"node/311","people/leopold-friedrrich-franz-fürst","und"
720,"node/312","people/leopold-ii","und"
721,"node/313","people/leopoldo-herz","und"
722,"node/314","people/lepoc-jonas","und"
723,"node/315","people/lesczinski-elasar-לשצינסקי-אלעזר","und"
724,"node/316","people/levi-avigdor-לוי-אביגדור","und"
725,"node/317","people/levi-hannover-raphael-לוי-רפאל-מהנובר","und"
726,"node/318","people/levi-joseph-jasmann-ben-joel-לוי-יוסף-יוסמן-בן-יואל","und"
727,"node/319","people/levi-moses","und"
728,"node/320","people/levin-magnus","und"
729,"node/321","people/levin-salomon","und"
730,"node/322","people/levin-menachem-mendel-לפין-מנחם-מנדל","und"
731,"node/323","people/levison-george-mordechai-gumpel-schnaber-שנאבר-לויזון-גומפל-מרדכי","und"
732,"node/324","people/levy-ältester-der-israelitischen-gemeinde","und"
733,"node/325","people/levy-elie-אליהו-חלפן","und"
734,"node/326","people/levy-moses-salomon","und"
735,"node/327","people/levy-samuel-isaak","und"
736,"node/328","people/levy-samuel-salomon","und"
737,"node/329","people/levy-sara","und"
738,"node/330","people/levysohn-hartog","und"
739,"node/331","people/liebmann-aaron","und"
740,"node/332","people/lindau-baruch","und"
741,"node/333","people/lindau-baruch-ben-jehuda-löb","und"
742,"node/334","people/lipmann-nathan","und"
743,"node/335","people/löb-hamm","und"
744,"node/336","people/lobethal-avigdor","und"
745,"node/337","people/löser-wolff","und"
746,"node/338","people/löwe-joel","und"
747,"node/339","people/löwe-joel-בריל-יואל","und"
748,"node/340","people/lowe-johann-michael-siegfried","und"
749,"node/341","people/löwenstamm-chaim-ben-arije-löb-לוונשטם-חיים-בן-אריה-ליב","und"
750,"node/342","people/löwenstamm-jaacov-moses-לוונשטם-יעקב-משה","und"
751,"node/343","people/löwenstein-n-j","und"
752,"node/344","people/löwysohn-salomon-לוויזון-שלמה","und"
753,"node/345","people/lübeschütz","und"
754,"node/346","people/lüpschütz-selig","und"
755,"node/347","people/luzzatto-ephraim-לוצטו-אפרים","und"
756,"node/348","people/maimon-salomon-מימון-שלמה","und"
757,"node/349","people/marcus-ilfeld-hartog-hirsch-מרקוס-צבי-הירש-בן-מרדכי","und"
758,"node/350","people/marcus-isaak","und"
759,"node/351","people/marcus-salomon-levin","und"
760,"node/352","people/marcus-benedikt","und"
761,"node/353","people/marcus-tobias","und"
762,"node/354","people/marcuse-marcus","und"
763,"node/355","people/marcuse-moses-מרקוזי-משה","und"
764,"node/356","people/marks-j","und"
765,"node/357","people/marx-dr","und"
766,"node/358","people/matthieu-levi","und"
767,"node/359","people/meldola-abraham-מילדולה-אברהם","und"
768,"node/360","people/mendel-samuel","und"
769,"node/361","people/mendel-joachim","und"
770,"node/362","people/mendelsohn-moses-מנדלסון-פרנקפורט-משה","und"
771,"node/363","people/mendelssohn-joseph","und"
772,"node/364","people/mendelssohn-moses","und"
773,"node/365","people/meyer-bernhard","und"
774,"node/366","people/meyer-gabriel","und"
775,"node/367","people/meyer-joseph","und"
776,"node/368","people/meyer-magnus","und"
777,"node/369","people/meyer-salomon-abraham","und"
778,"node/370","people/milliaud-moïse-מיליו-משה","und"
779,"node/371","people/moritz-karl-philipp-מוריץ-קרל-פיליף","und"
780,"node/372","people/moses-fürst","und"
781,"node/373","people/moses-levin","und"
782,"node/374","people/moses-von-gottfried-jakob-schaller-שלר-משה-גוטפריד-יעקב","und"
783,"node/375","people/moses-jacob","und"
784,"node/376","people/moses-jacob-0","und"
785,"node/377","people/müller","und"
786,"node/378","people/museum-des-herrn-werkmeister","und"
787,"node/379","people/nachod-naftali","und"
788,"node/380","people/neumann-israel-moses-נוימן-ישראל-משה","und"
789,"node/381","people/neumann-israel-moses-inspektor-und-oberlehrer","und"
790,"node/382","people/neumann-moses-samuel-נוימן-משה-שמואל","und"
791,"node/383","people/obernick-meir","und"
792,"node/384","people/obernick-meir-אוברניק-מאיר","und"
793,"node/385","people/oppenheim-isaac","und"
794,"node/386","people/oppenheim-madame-w-j","und"
795,"node/387","people/oppenheim-mendel","und"
796,"node/388","people/oppenheim-sigmund","und"
797,"node/389","people/oppenheim-simon-ben-david-אופנהים-שמעון-בן-דוד","und"
798,"node/390","people/oppenheim-veronika-frumet","und"
799,"node/391","people/ottensosser-david-אוטנזוסר-דוד","und"
800,"node/392","people/ottensosser-wolf","und"
801,"node/393","people/öttinger-moses","und"
802,"node/394","people/oven-abraham-van-אובן-אברהם","und"
803,"node/395","people/pappenheimer-salomon-seligmann-פאפנהיים-שלמה","und"
804,"node/396","people/pereire-jacob-rodrigues","und"
805,"node/397","people/pfeifer","und"
806,"node/398","people/philippson-moses-פיליפסון-משה","und"
807,"node/399","people/philipson-moses-פיליפסון-משה","und"
808,"node/400","people/pieck","und"
809,"node/401","people/polonus-dr","und"
810,"node/402","people/poper-m-פופר-מרדכי","und"
811,"node/403","people/prekuln-salomon","und"
812,"node/404","people/ramler-karl-wilhelm","und"
813,"node/405","people/rawitz","und"
814,"node/406","people/redaktion-der-sulamith","und"
815,"node/407","people/reiß-b","und"
816,"node/408","people/reuben-ben-abraham-levi-ראובן-בן-אברהם-לוי","und"
817,"node/409","people/riess-nathan","und"
818,"node/410","people/riess-nathan-ריז-נתן","und"
819,"node/411","people/rochnove-josel","und"
820,"node/412","people/rodrigues-moreira-jacob","und"
821,"node/413","people/romanelli-samuel-רומנלי-שמואל","und"
822,"node/414","people/salomon-marcus","und"
823,"node/415","people/salomon-marcus-schiller-szinessy","und"
824,"node/416","people/salomon-e","und"
825,"node/417","people/salomon-gotthold-סלומון-גוטהולד","und"
826,"node/418","people/samocz-israel-זמושץ-ישראל","und"
827,"node/419","people/samuel-levin-isaac","und"
828,"node/420","people/samuel-salomon","und"
829,"node/421","people/sandersleben-mosse-levi-סנדרסלבן-משה-לוי","und"
830,"node/422","people/satanow-isaak","und"
831,"node/423","people/satanow-isaak-סטנוב-יצחק","und"
832,"node/424","people/satanow-isaak-סטנוב-יצחק-0","und"
833,"node/425","people/schack-chaim-ben-mosche-שק-חיים-בן-משה","und"
834,"node/426","people/schaller-geoffroy-jacoues","und"
835,"node/427","people/schiff-isaak-benedix-שיף-בנדיט-איצק","und"
836,"node/428","people/schlesinger-liebermann","und"
837,"node/429","people/schlesinger-liebermann-marcus","und"
838,"node/430","people/schönemann-salomo-שינמן-שלמה","und"
839,"node/431","people/schott-benedict","und"
840,"node/432","people/schottländer-aron","und"
841,"node/433","people/schottländer-benedikt-שוטלנדר-בנדיקט","und"
842,"node/434","people/schulman-naftali-hirtz-שולמן-נפתלי-הרץ","und"
843,"node/435","people/schulz-johann-hofprediger","und"
844,"node/436","people/schuster-getz","und"
845,"node/437","people/schuster-levin","und"
846,"node/438","people/schwab-abraham-ben-menachem-mendel-שוואב-אברהם-בן-מנחם-מנדל","und"
847,"node/439","people/schwabacher-heimann-שובכר-חיים-צבי","und"
848,"node/440","people/seeger","und"
849,"node/441","people/seligmann-jeannette","und"
850,"node/442","people/seligmann-wulff","und"
851,"node/443","people/sichel-lemmlen","und"
852,"node/444","people/silberstein-philip","und"
853,"node/445","people/simon","und"
854,"node/446","people/simon-joseph","und"
855,"node/447","people/simon-mendel","und"
