"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_viaf_id_value","field_viaf_id_format"
"node","person",0,1773,1773,"und",0,"313003162",NULL
"node","person",0,1780,1780,"und",0,"287120967",NULL
"node","person",0,1781,1781,"und",0,"309622938",NULL
"node","person",0,1782,1782,"und",0,"310258867",NULL
"node","person",0,1793,1793,"und",0,"310742565",NULL
"node","person",0,1794,1794,"und",0,"310742565",NULL
"node","person",0,1809,1809,"und",0,"26711232",NULL
"node","person",0,1815,1815,"und",0,"313378887",NULL
"node","person",0,1816,1816,"und",0,"313378887",NULL
"node","person",0,1817,1817,"und",0,"313378887",NULL
"node","person",0,1825,1825,"und",0,"298966411",NULL
"node","person",0,1826,1826,"und",0,"299471352",NULL
"node","person",0,1827,1827,"und",0,"299471352",NULL
"node","person",0,1840,1840,"und",0,"97280842",NULL
"node","person",0,1846,1846,"und",0,"313342840",NULL
"node","person",0,1847,1847,"und",0,"313403060",NULL
"node","person",0,1849,1849,"und",0,"313399858",NULL
"node","person",0,1850,1850,"und",0,"313399858",NULL
"node","person",0,1851,1851,"und",0,"313399858",NULL
"node","person",0,1852,1852,"und",0,"141263331",NULL
"node","person",0,1853,1853,"und",0,"298043082",NULL
"node","person",0,1854,1854,"und",0,"69813099",NULL
"node","person",0,1856,1856,"und",0,"59915999",NULL
"node","person",0,1858,1858,"und",0,"308281314",NULL
"node","person",0,1865,1865,"und",0,"313003534",NULL
"node","person",0,1873,1873,"und",0,"300066534",NULL
"node","person",0,1874,1874,"und",0,"300066534",NULL
"node","person",0,1875,1875,"und",0,"300066534",NULL
"node","person",0,1876,1876,"und",0,"300066534",NULL
"node","person",0,1877,1877,"und",0,"300066534",NULL
"node","person",0,1888,1888,"und",0,"299020424",NULL
"node","person",0,1894,1894,"und",0,"308270572",NULL
"node","person",0,1897,1897,"und",0,"308697850",NULL
"node","person",0,1898,1898,"und",0,"308697850",NULL
"node","person",0,1900,1900,"und",0,"312390857",NULL
"node","person",0,1902,1902,"und",0,"308278881",NULL
"node","person",0,1903,1903,"und",0,"308267788",NULL
"node","person",0,1907,1907,"und",0,"12205527",NULL
"node","person",0,1920,1920,"und",0,"97497352",NULL
"node","person",0,1923,1923,"und",0,"298898349",NULL
"node","person",0,1943,1943,"und",0,"313341834",NULL
