nid,vid,type,title,status,created,changed,uid,alignment_tid,bans,bans_format,bar_ilan_library_id,bar_ilan_library_id_format,berlin_library_id,berlin_library_id_format,bibliographical_citations,bibliographical_citations_format,book_availability_notes,book_availability_notes_format,book_not_available,book_structure_notes,book_structure_notes_format,book_studies,book_studies_format,book_type_general_notes,book_type_general_notes_format,british_library_id,british_library_id_format,catalog_numbers_notes,catalog_numbers_notes_format,censorship,censorship_format,contacts_official_agents,contacts_official_agents_format,contacts_other_people,contacts_other_people_format,contemporary_disputes,contemporary_disputes_format,contemporary_references,contemporary_references_format,contents_table_notes,contents_table_notes_format,contradict_new_edition,contradict_original,copy_of_book_used,copy_of_book_used_format,dedications,dedications_notes,dedications_notes_format,diagrams_book_pages,diagrams_book_pages_format,diagrams_notes,diagrams_notes_format,editions_notes,editions_notes_format,epilogue,epilogue_notes,epilogue_notes_format,examined_volume_number,expanded_in_edition,expanded_in_translations,fonts_tid,format_of_publication_date_tid,founders_notes,founders_notes_format,frankfurt_library_id,frankfurt_library_id_format,full_title,full_title_format,funders,gregorian_year,gregorian_year_pub_other,gregorian_year_pub_other_format,heb_year_publication_other,heb_year_publication_other_format,hebrew_year_of_publication,hebrew_year_of_publication_format,height,height_format,huji_library_id,huji_library_id_format,illustrations_diagrams,jewish_sources_quotes,jewish_sources_quotes_format,language_tid,language_of_footnotes_tid,languages_number_tid,last_known_edition,last_known_edition_format,later_references,later_references_format,link_to_digital_book_attributes,link_to_digital_book_title,link_to_digital_book_url,location_of_footnotes_tid,main_textual_models_tid,mention_general_notes,mention_general_notes_format,mentions_in_reviews,mentions_in_reviews_format,motto,motto_format,name_of_series_tid,new_edition_general_notes,new_edition_general_notes_format,new_edition_type_else_note,new_edition_type_else_note_format,new_edition_type_else_ref,new_edition_type_else_ref_format,new_edition_type_elsewhere_tid,new_edition_type_in_text_tid,new_edition_type_notes,new_edition_type_notes_format,new_edition_type_reference,new_edition_type_reference_format,new_york_library_id,new_york_library_id_format,non_jewish_sources_quotes,non_jewish_sources_quotes_format,occasional_words_languages_tid,old_author_addition_names,old_author_addition_names_format,old_name_in_book,old_name_in_book_format,old_text,old_text_author_target_id,old_text_author_in_book,old_text_author_in_book_format,old_text_format,original_author,original_author_else_refer,original_author_else_refer_format,original_author_elsewhere,original_author_elsewhere_format,original_author_format,original_author_other_name,original_author_other_name_format,original_language_tid,original_publication_place_tid,original_publication_year,original_publication_year_format,original_publisher_tid,original_sources_mention,original_sources_mention_format,original_text_author_target_id,original_text_name,original_text_name_format,original_title,original_title_else_refer,original_title_else_refer_format,original_title_elsewhere,original_title_elsewhere_format,original_title_format,original_type_tid,other_books_names,other_books_names_format,other_libraries,other_libraries_format,other_volumes,other_volumes_format,pages_number,pages_number_format,partial_publication_other,partial_publication_other_format,personal_address,personal_addresse_notes,personal_addresse_notes_format,planned_volumes,planned_volumes_format,preface,presented_as_original,presented_as_translation,presented_new_edition,presented_new_edition_note,presented_new_edition_note_format,presented_new_edition_refe,presented_new_edition_refe_format,presented_original_notes,presented_original_notes_format,presented_original_referen,presented_original_referen_format,presented_translatio_notes,presented_translatio_notes_format,presented_translation_refe,presented_translation_refe_format,preservation_references,preservation_references_format,price,price_format,printed_originally,printers,printers_notes,printers_notes_format,printing_press_notes,printing_press_notes_format,printing_press_references,printing_press_references_format,production_evidence,production_evidence_format,proofreaders,proofreaders_notes,proofreaders_notes_format,publication_place_tid,publication_place_other_tid,publication_year_in_book,publication_year_in_book_format,publication_year_in_other,publication_year_in_other_format,publisher_name_tid,rabbinical_appro_notes,rabbinical_appro_notes_format,rabbinical_approbations,recommendations,recommendations_notes,recommendations_notes_format,references_for_editions,references_for_editions_format,references_notes,references_notes_format,secondary_sources,secondary_sources_format,secondary_textual_models_tid,sellers,sellers_notes,sellers_notes_format,series_part,sources_exist,sources_list,sources_list_format,sources_not_mentioned,sources_not_mentioned_list,sources_not_mentioned_list_format,sources_not_mentioned_ref,sources_not_mentioned_ref_format,sources_references,sources_references_format,structure_preface_notes,structure_preface_notes_format,subscribers,subscribers_notes,subscribers_notes_format,subscription_appeal,subscription_appeal_notes,subscription_appeal_notes_format,table_of_conten,target_audience_tid,target_audience_notes,target_audience_notes_format,target_general_notes,target_general_notes_format,tel_aviv_library_id,tel_aviv_library_id_format,textual_models_notes,textual_models_notes_format,thanks,thanks_notes,thanks_notes_format,title_in_latin_characters,title_in_latin_characters_format,topic_tid,topics_notes,topics_notes_format,total_number_of_editions,total_number_of_editions_format,translation_notes,translation_notes_format,translation_type,typography_tid,volumes_notes,volumes_notes_format,volumes_published_number,volumes_published_number_format,width,width_format
1963,1963,book,Aufsätze verschiedenen Inhalts,1,1428490158,1428490158,1,412.0,,,,,Nh 4984,,,,,,,,,,,,,,,,,,,,,,,,,,,"I. Ueber die Beschränkung der Einbildungskraft durch sich selbst   
S. 1

II. Wechselseitiger Einfluß der Ausbildun des Schönheitssinnes und der Geselligkeit auf einander   S. 24

III. Ueber Realismus und Idealismus   S. 49

IV. Ueber Geld und Geldeswerth   
S. 80

V. Leo und Isabelle   S. 105

VI. Ueber den Unterricht der Juden   S. 117

VII. Ueber die Würde des Menschen   S. 134

VIII. Ueber die Erregungstheorie   
S. 172",filtered_html,,,SBBPK: Nh 4984,filtered_html,0.0,,,,,,,,,0.0,,,,,,413.0,409.0,,,,,Aufsätze verschiedenen Inhalts,,0.0,,,,,,תקסא,,16,,1917962,,,,,415.0,415.0,410.0,,,"Bendavid, L., Aufsätze verschiedenen Inhalts, in: NADB, Anh. 1797-1803, 1803, Anh. 29-68, Bd., 2.Abt., S. 689-695.",filtered_html,,,,424.0,377.0,,,,,"moresque hominum cultusque sonumque 
Tristium. L. 3. Eleg. 8
Cernimus, et qui sim, qui fuerimque",filtered_html,,,,,,,,,,,,,,,,,,448.0,,,,,,,,,,"Massias, Nicolas de",,,,,,,,416.0,192.0,1797,,,,,,,,"Le Prisonnier en Espagne, ou Coup d'œil philosophique et sentimental sur les Provinces de Catalogne et de Grenade",,,,,,391.0,,,,,,,"224,[8]",,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,14.0,,1800,,,,449.0,,,0.0,0.0,,,,,,,NADB,filtered_html,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,426.0,,,,,,,,,0.0,,,,,450.0,,,1,,"bereits 1799 ins Deutsche übersetzt:
Der Gefangene in Spanien / aus dem Französischen des N. Massias. - Zürich, Leipzig : Ziegler, 1799.
Bendavid übersetzte nur die Novelle ""Leo und Isabelle"".",filtered_html,"translation of contemporary text, or of adjacent period",429.0,,,1,,9.6,
1964,1964,book,Balsam für die Wunde,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,"לספר שני שערים: שער ראשון בגרמנית, ולאחריו שער שני בעברית",filtered_html,,,,,,,,,,,,,,,,,,,"לפני ההקדמה מופיעה פתיחה מליצית שבה המחבר מתאר עצמו כחולם ומשורר על איש פטריוט בשם ""פלוא"". לאחריה מופיעה הקדמת המחבר שכתובה כמליצה: המחבר מקונן על מצב העברית הירוד, ובוחר לרומם אותה ולהשתמש בה כקינה למות פרידריך וילהלם. אח""כ מופיע מחזה שבו מתואר פלוא הפטריוט מהלל ומשבח את המלך פרידריך וילהלם,  כמצביא מלחמה מחונן וכמלך רחום, וכך למנוע מן המוות, המופיע כדמות במחזה, לקחת אותו. בסופו של דבר המלך מת, ופלוא מספיד אותו מרה. לסיום הספר מופיעה חידה: ""שלא להוציא הנייר חלק, אמרתי אציגה נא עמך חדה אחת..."", עמ' [31-34].",filtered_html,,,892.418 פרי (וול ) אוסף יפה,filtered_html,0.0,,,עמ' [7] ו-[8],,,,,,0.0,,,,,,454.0,457.0,,,,,"Balsam für die Wunde: Ein Gespräch zwischen einem? Preußischen Patrioten und dem Knöchler über des Ableben Seiner Majestät Friedrich Wilhelm II König von Preußen und der Thronfolge Seines würdisten und mächtigsten Sohnes
Friedrich Wilhelm III von Rabbi Levi Wohl Sohn des Ober=Rabbiners in Groß=Glogau

צרי ליגון, היגון, על מות אדוננו ... פריריך וילהעלים השני",,0.0,,,,,,,,19.5,,,,1.0,,,415.0,415.0,417.0,,,,,,,,424.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[35] עמ',,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,נוסח כתיבת התאריך: @<strong>ויקם מלך חדש</strong>,filtered_html,,,,,0.0,,,28.0,,1798,,,,458.0,,,0.0,0.0,,,,,"טק:

IUL

ספריית תל-אביב:   892.418 פרי (וול ) אוסף יפה

תאריך ההוצאה בגימטריה: ו'י'ק'ם' מ'ל'ך' ח'ד'ש' [תקנ""ח]


Bibliography of the Hebrew Book:

Notes Added t.p.: Balsam fuer die Wunde ... von Rabbi Levi Wohl Sohn des Ober-Rabbiners in Gross-Glogau ...

עברית וגרמנית, עמוד מול עמוד.

דף [18,ב-19]: חדה אחת מה שעשה הרב המחבר ... [עם] פתרון ...  
Collection (הספריה הבריטית)

Added personal author [פרידריך ווילהלם השלישי, מלך פרוסיה (אודות)]

[פרידריך ווילהלם השני, מלך פרוסיה (אודות)]

Additional Personal Name אונגרי, אליהו

עברית

גרמנית",filtered_html,,,376.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,420.0,,,"המחבר אינו רושם במפורש מהם קהלי היעד שלו, אך השימוש שלו בעברית מול גרמנית מעיד כי פנה לקהל קורא העברית ולקהל קורא הגרמנית (יהודי ולא יהודי) גם יחד",filtered_html,אוסף יפה  892.418 פרי (וול),,טקסט פטריוטי,filtered_html,0.0,,,"Balsam für die Wunde: Ein Gespräch zwischen einem? Preußischen Patrioten und dem Knöchler über des Ableben Seiner Majestät Friedrich Wilhelm II König von Preußen und der Thronfolge Seines würdisten und mächtigsten Sohnes
Friedrich Wilhelm III von Rabbi Levi Wohl Sohn des Ober=Rabbiners in Groß=Glogau

Tseri le-yagon, hegyon, ʿal mot adonenu ... Fridrikh Ṿilhelim ha-sheni",,459.0,,,,,,,,423.0,,,,,12,
1965,1965,book,Beleuchtung der in den gegenwärtig bei dem Geheimen Ober-Tribunale schwebenden Fränkel-Marcuseschen Erbrechtsprozess einschlagenden jüdischen Rechte,1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beleuchtung der in den gegenwärtig bei dem Geheimen Ober-Tribunale schwebenden Fränkel-Marcuseschen Erbrechtsprozess einschlagenden jüdischen Rechte: Von einem Sachverständigen,,,,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,1808,,462.0,,,,,,,,,"AK: Exemplar in Cambridge University Library: Order in Rare Books Room: 8100.c.1594 (Note: Item no. 2 in volume 8100.c.1594. UkCU): Autor nur als P. L. Hurwitz benannt; JNUL: S 54 B 966: Autor als Hurwiz, Philipp benannt. Buch jedoch bei Amelang verlegt, was für Philipp Lazarus Hurwitz spricht.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,1966,book,Bemerkungen über die bürgerliche Verbesserung der Juden,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universitätsbibliothek Bonn: Ka 333,filtered_html,0.0,,,,,,,,,0.0,,,,,,413.0,409.0,,,MP 988,,"Bemerkungen über die bürgerliche Verbesserung der Juden: veranlaßt, bei der Frage: Soll der Jude Soldat werden?",,0.0,1788.0,,,,,תקמח,,15,,,,0.0,,,415.0,415.0,410.0,,,,,,,,424.0,359.0,,,,,"- quid sit pulchrum, quid turpe, quid utile, quid non. Horat.",filtered_html,,,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,"Schoeps gibt in der NDB, vol. I., S. 411 falsch Frankfurt/Oder als Druckort an. Neuestes gelehrtes Berlin, vol. I, S. 1795, S. 16 gibt Berlin bei Kunze an.",filtered_html,,,"Entgegnung auf:
Kling, O.E. : Soll der Jude Soldat werden? unparteiisch beantwortet, samt einer authentischen Beilage von der Triester Judengemeinde, Wien 1788.
Bendavid, Lazarus: Beweis, daß heutzutage in den K.K. Staaten die Juden zu Kriegsdiensten ebensowohl verpflichtet sind wie die Christen, Wien 1788.",filtered_html,0.0,,,,,1788,,,,463.0,,,0.0,0.0,,,,,,,Grab: Saul Ascher; Eichstädt: Bibliographie;,filtered_html,377.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,426.0,,,,,,,,,0.0,,,,,444.0,,,,,,,,429.0,,,,,9,
1967,1967,book,Betrachtungen in Hinsicht der Jüdischen Nation,1,1428490158,1428490158,1,,,,,,De 4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betrachtungen in Hinsicht der Jüdischen Nation: Ob für oder wider dieselbe? sey der Prüfung eines jeden Lesers anheimgestellt. Dem Herrn Assessor Friedländer zugeeignet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,1805,,464.0,,,,,,,,,"AK: Eichstädt Nr. 457, gibt Autor als Grose, Johann Gottlieb an, der nicht ermittelt werden konnte. Jüdische Autorschaft unklar.  Exemplar in SBBPK: De 4838; British Library: St. Pancras Reading Rooms : 4034.d.47.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,1968,book,"Beweis, dass heutzutage in den K. K. Staaten die Juden zu Kriegsdienst ebensowohl verpflichtet sind als die Christen",1,1428490158,1428490158,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beweis, dass heut zu Tage in den k. k. Staaten die Juden zu Kriegsdiensten eben sowohl verpflictet sind, als die Christen",,,1788.0,,,,,תקמט,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,"Eichstädt, Volkmar: Bibliographie zur Geschichte der Judenfrage. 1750 bis 1848, Hamburg 1938.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,1969,book,Beyträge zur Kritik des Geschmacks,1,1428490158,1428490158,1,,,,,,X 2161,,,,,,,,,,,,,,,,,,,,,,,,,,,"I. Eintheilung der schönen Künste S. 1

II. Über die Künste des raumes überhaupt   S. 37

III. Über die Dichtkunst   S. 85

IV. Über die Tonkunst   S. 161

V. Über die Tanzkunst    S. 228.",filtered_html,,,SBBPK: X 2161,filtered_html,1.0,,,,,,,,,0.0,,,,,,414.0,409.0,,,,,Beyträge zur Kritik des Geschmacks,,0.0,,,,,,,,16,,,,0.0,,,415.0,415.0,410.0,,,,,,,,424.0,,,,,,,,,,,,,,,,,,,,,,,,,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4], 286 S.",,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,279.0,,1797,,,,465.0,,,0.0,0.0,,,,,"AK: Neudruck: Bruxelles, Aetas Kantiana, no. 23.",filtered_html,,,377.0,0.0,,,,,,,,,,,,,,Widmung im März 1797 abgefaßt.,filtered_html,0.0,,,0.0,,,1.0,426.0,,,,,,,,,0.0,,,,,450.0,,,,,,,,429.0,,,,,12,
1970,1970,book,Bildnisse jetztlebender Berliner Gelehrten mit Ihren Selbstbiographieen,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,2.0,,,414.0,409.0,,,BZG: Mn 1260,,Bildnisse jetztlebender Berliner Gelehrten mit Ihren Selbstbiographieen,,0.0,1806.0,,,,,תקסז,,,,,,1.0,,,415.0,415.0,410.0,,,,,,,,424.0,,,,,,,,467.0,,,,,,,,,,,,,,,"Lessing, Gotthold Ephraim, לסינג, גוטהולד אפריים: Nathan der Weise.",filtered_html,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erste Sammlung, Dritte Sammlung",filtered_html,93,,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,139.0,,1806,,,,468.0,,,0.0,0.0,,,,,AK: UB Frankfurt am Main: Mn 1260,filtered_html,,,343.0,0.0,,,1.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,426.0,,,,,,,,,0.0,,,,,450.0,,,,,,,,429.0,,,3,,,
1971,1971,book,Bne-Zion,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,,,"Balaban, Majer: Herz Homberg in Galizien, in: Jahrbuch für jüdische Geschichte und Literatur, Jg 19 (1916) Nr 1, S. 189-221.",filtered_html,,,,,,,,,"K.K. Studien-Hof-Kommission, siehe Dekret im Buch.",filtered_html,,,,,,,"Erster Abschnitt. Von den Menschen, seiner Natur und Bestimmung. S. 1-17.

Zweyter Abschnitt. Von der Erkenntniß Gottes aus den erschaffenen Dingen, und was wir durch die Vernunft von Gott wissen können. S. 18-42.

Dritter Abschnitt. Erkenntniß von Gott, seinen Eigenschaften und seinem Willen durch die Offenbarung oder durch die Belehrungen der heiligen Schrift. S. 43-51.

Vierter Abschnitt. Von den zehn Gebothen. S. 52-93.

Fünfter Abschnitt. Von den Pflichten, welche uns die Erkennntnis von Gott und seinem Willen auferlegt. S. 93-115.

Sechster Abschnitt. Von dem, was der Mensch gegen sich selbst zu beobachten schuldig ist. S. 115-140.

Siebenter Abschnitt. Von der Abhängigkeit der Menschen von einander, und der daraus entstehenden Pflichten. S. 141-155.

Achter Abschnitt. Von den engern Verhältnissen und Verbindungen des Menschen und den daraus entstehenden Pflichten. S. 155-169.

Neunter Abschnitt. Von den Pflichten des Menschen als Bürger. S. 169-182.",filtered_html,,,,,0.0,,,,,,,,,0.0,,,,,,413.0,409.0,,,,,Bne-Zion: Ein religiös-moralisches Lehrbuch für die Jugend israelitischer Nation,,0.0,1812.0,,,,,,,,,,,1.0,,,415.0,415.0,410.0,,,"Kompert, Leopold: Ohne Bewilligung(Erzählungen), in: Kompert: Aus dem Ghetto, Leipzig 1848.",filtered_html,,,,424.0,330.0,,,"Bne-Zion, ein religiös-moralisches Lehrbuch für die Jugend Israelitischer Religion, in: Sulamith, Jg 4 (1812) Nr 1, S. 182-184; Anonym: [Naftali Herz Hombergs Bene Zion], in: Sulamith, Jg 3 (1810) Nr 1, S. 412.",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8], 182",,,,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,8.0,,1812,,,,469.0,,,1.0,1.0,"Dekret der K.K. Studien-Hof-Kommission von 14. dez. 1810:

1. ""dieses Lehrbuch in allen jüdischen Schulen der deutschen Erbstaaten, als eingesetzliches Lehrbuch eingeführt, und gebraucht, und auf dessen zweckmäßige Anwendung von Allen, denen die Untersuchung der jüdischen Schulen obliegt, genau gewacht werden soll.""

2. ""daß jeder Bräutigam und jede Braut von der israelitischen Nation, da sie um die Heirathsbewilligung ansuchen, über den Inhalt dieses Lehrbuches von dem Kreisamte geprüft werden, und nur dann die Bewilligung zu heirathen erhalten, wenn sie bey der Prüfung wohl bestanden sind.""",filtered_html,,,,,"Balaban (1916), 215-219.",filtered_html,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,420.0,,,,,,,,,0.0,,,,,,,,,,,,,429.0,,,,,,
1972,1972,book,"Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie",1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie, par Moïse Milliaud, Député de département de Vaucluse à l’Assemblée des Citoyens françois professant le culte de Moïse

מזמור שיר לנפולאון הגדול הקיסר",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 או 18 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,1806,,470.0,,,,,,,,,"נטלי:

IUL

ספרייה לאומית: S 37 B 498",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie, par Moïse Milliaud, Député de département de Vaucluse à l’Assemblée des Citoyens françois professant le culte de Moïse

Mizmor shir le-Napoleʾon ha-gadol ha-ḳesar",,,,,,,,,,,,,,,,
1973,1973,book,Cantique des cantiques,1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cantique des cantiques: avec la paraphrase Chaldaique et traite D'aboth, ou des Peres de la doctrine... traduits de l'hebreu, du Chaldaique & du rabbinique... par Mardochee venture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 ע',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,1774,,471.0,,,,,,,,,"נטלי:

IUL

תרגום לצרפתית של שיר השירים ופרקי אבות.

עותק בספרייה הלאומית: S 86 B 2404",filtered_html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,1974,book,"Der Judenfreund. Oder auserlesene Anekdoten, Schwänke und Einfälle von den Kindern Israels",1,1428490158,1428490158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kurzbesprechung: Jenaer Allgemeine Literaturzeitung, Januar 1811, S. 143",filtered_html,,,,,,,JNUL,filtered_html,0.0,,,,,,,"Wird als ""dritte Auflage"" präsentiert, jedoch noch keinen Hinweis auf eine erste und zweite Auflage.",filtered_html,0.0,,,,,,413.0,,,,,,"Der Judenfreund. Oder auserlesene Anekdoten, Schwänke und Einfälle von den Kindern Israels",,0.0,,,,,,,,17,,S 45 B296,,0.0,,,415.0,415.0,410.0,,,Yes,filtered_html,,,,424.0,359.0,,,,,,,,,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 S.,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,18 Gr.,,,0.0,,,"Das Erscheinungsdatum steht nicht auf dem Titelblatt, jedoch in der Verlagsanzeige am Ende des Texts steht als Erscheinungsdatum 1810. Auch hier steht der Preis von 18 Gr.",filtered_html,Verlagsanzeige am Ende des Buches,filtered_html,"In der Vorrede Bezugnahme auf Gädickes ""Anecdoten von guten Juden""",filtered_html,0.0,,,139.0,,,,1810,,472.0,,,0.0,0.0,,,,,"AK: Eichstädt Nr. 2815. TUL Jena: 92 NF 2: 41440. Mikrofiche-Ausg.: Wildberg : Belser Wiss. Dienst, 1989–1990. (Edition Corvey)",filtered_html,,,351.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,426.0,,,,,,,Wenige Gedichte.,filtered_html,0.0,,,,,473.0,"Es handelt sich um eine Sammlung polemischer Witze und Anekdoten über Juden und über den Umgang mit Juden im Geschäft und Alltag. Teilweise werden die erwähnten Personen mit Namen erwähnt, teilweise nicht.",,,,,,,429.0,,,,,11,
1975,1975,book,Der Messias oder Reform der Juden in religiöser und moralischer Hinsicht,1,1428490158,1428490158,1,412.0,,,,,,,,,,,,,,"על פי אנדראס:

Leo Baeck Inst: Special Collection of articles from old, rare newspapers, periodicals and books (http://www.leobaeck.org/silber.HTM)",filtered_html,,,,,,,,,,,,,,,,,,,,,JNUL: S 57 B821,filtered_html,0.0,,,,,,,,,0.0,,,,,,454.0,409.0,,,urn:nbn:de:hebis:30-180010629003,,Der Messias oder Reform der Juden in religiöser und moralischer Hinsicht: philosophisch und theologisch erläutert,,0.0,,,,,,,,16.7,,S 57 B821,,0.0,,,415.0,,417.0,,,,,a:0:{},,http://sammlungen.ub.uni-frankfurt.de/urn/urn:nbn:de:hebis:30-180010629003,,342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,0.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,14.0,,1805,,,,474.0,,,0.0,0.0,,,,,"טק:
מתוך: כ""ץ 1985, 137 (הערה 48, עמ' 247)

הערות של אנדראס:

AK: Leo Baeck Inst: Special Collection of articles from old, rare newspapers, periodicals and books (http://www.leobaeck.org/silber.HTM). 
UB Tübingen: Fo XVIII 65; Wolfenbüttel: M: Hi 4",filtered_html,,,341.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,420.0,,,הספר פונה ליהודים אורתודוקסיים,filtered_html,,,,,0.0,,,,,476.0,,,,,,,,429.0,,,,,9.8,
1976,1976,book,Der Prediger,1,1428490158,1428490158,1,412.0,,,,,"8"" Bibl. Diez 129",,,,,,,,,,,,,,,,,,,,,,,,,,,Nur für den Prediger.,filtered_html,,,UB Kile: Ca 4487,filtered_html,0.0,,,,,,,,,0.0,,,,,,413.0,409.0,,,,,"Der Prediger: Aus dem Hebräischen von David Friedländer. Nebst einer vorangeschickten Abhandlung: Ueber den besten Gebrauch der h. Schrift, in pädagogischer Rücksicht",,0.0,1788.0,,,,,תקמט,,,,2211033,,,,,415.0,415.0,410.0,,,,,,,,424.0,324.0,,,,,,,,,,,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,קהלת מוסר,,,,,,391.0,,,,,,,131,,,,0.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,14.0,,1788,,,,433.0,,,0.0,0.0,,,,,,,"Ritter 1861, S. 66-69.",filtered_html,366.0,0.0,,,,1.0,"Mendelssohn, Moses, מנדלסון, משה: Jerusalem.

Michaelis, Johann David: Mosaisches Recht.

Mendelssohn, Moses, מנדלסון, משה: Phaedon.",filtered_html,,,,,,,,,,0.0,,,0.0,,,1.0,426.0,,,,,,,,,0.0,,,,,453.0,,,1,,,,translation of old text,429.0,,,,,,
